Result,Home Team Rating,Winning Team Possession Difference %,Home Team Possession %
Away Team Win,3.8,-36,44
Home Team Win,6.9,40,49
Home Team Win,6.3,-26,33
Tie,6.5,-6,73
Home Team Win,7.2,38,49
Tie,5.7,14,48
Tie,6.4,-2,53
Tie,5.8,32,49
Tie,6.3,16,60
Home Team Win,7.4,-2,59
Home Team Win,8,20,68
Home Team Win,6.8,-6,59
Away Team Win,4.8,-2,38
Away Team Win,4.6,-30,57
Home Team Win,7.8,-24,48
Away Team Win,6.1,-14,63
Away Team Win,5.2,24,36
Home Team Win,7.2,8,67
Home Team Win,7.4,-16,34
Tie,6,34,38
Home Team Win,7.7,-2,43
Away Team Win,4.6,2,43
Away Team Win,5.6,44,64
Home Team Win,5.5,-2,40
Home Team Win,6.2,12,32
Home Team Win,5.8,2,36
Away Team Win,4.7,-22,66
Away Team Win,4.6,14,40
Home Team Win,7.2,-2,44
Home Team Win,7.6,38,52
Home Team Win,7,20,61
Home Team Win,7.2,18,67
Tie,6.5,-14,49
Home Team Win,8.1,-42,60
Tie,6.1,24,42
Home Team Win,6.5,30,46
Home Team Win,6.2,-26,45
Home Team Win,7.5,58,46
Away Team Win,5.9,-20,38
Home Team Win,6.8,46,32
Home Team Win,6.2,-14,44
Away Team Win,5.2,-8,46
Away Team Win,4.5,-30,37
Home Team Win,7.7,4,56
Away Team Win,5.6,54,65
Away Team Win,5.3,-12,47
Away Team Win,6,10,59
Home Team Win,6.7,-4,60
Tie,6,-56,55
Tie,7,32,52
Tie,6.4,36,47
Tie,6,-28,69
Tie,6.2,-10,38
Home Team Win,7.4,-40,61
Tie,6.5,46,54
Tie,6.5,46,65
Away Team Win,5.4,56,45
Away Team Win,5.7,16,69
Away Team Win,5.5,-20,64
Away Team Win,5.3,-6,52
Home Team Win,6.7,-12,41
Away Team Win,4.8,4,38
Tie,5.9,0,26
Away Team Win,5.2,-26,47
Home Team Win,8.2,4,51
Home Team Win,6.6,36,31
Home Team Win,8.3,16,49
Home Team Win,8.2,8,55
Home Team Win,6.4,-24,57
Home Team Win,7.6,-16,62
Home Team Win,7,22,67
Tie,6,50,46
Away Team Win,6.3,-22,62
Away Team Win,5.8,22,67
Tie,6.9,-38,49
Away Team Win,6.2,30,42
Away Team Win,4.7,16,42
Home Team Win,6.4,16,38
Tie,6.7,8,59
Home Team Win,6.4,-4,65
Home Team Win,7.9,34,66
Tie,6.4,28,68
Tie,6.3,60,40
Home Team Win,6.1,-26,35
Away Team Win,5.4,-18,43
Home Team Win,9,-24,54
Home Team Win,7,40,48
Home Team Win,6.2,22,41
Home Team Win,7.2,48,71
Away Team Win,5.3,20,75
Tie,6.6,-12,56
Home Team Win,7.7,32,43
Away Team Win,5,-12,19
Home Team Win,7.4,-6,43
Tie,6.5,4,43
Home Team Win,7.2,14,54
Away Team Win,5.6,-50,50
Away Team Win,4.5,54,29
Away Team Win,5.3,-38,63
Home Team Win,8.4,-2,29
Home Team Win,6.1,16,57
Home Team Win,6.8,8,31
Away Team Win,5.8,42,57
Home Team Win,6.9,24,64
Home Team Win,7.1,30,52
Tie,5.9,2,58
Away Team Win,5.6,28,54
Home Team Win,6.8,8,48
Home Team Win,7.3,58,60
Tie,6.1,-10,59
Home Team Win,7.1,-6,44
Tie,6.3,50,59
Home Team Win,5.9,12,45
Away Team Win,5.1,-12,37
Tie,6.4,42,62
Away Team Win,5.6,8,49
Home Team Win,6.5,-18,44
Away Team Win,5.3,-10,62
Tie,6.3,6,46
Tie,6.2,14,63
Home Team Win,7.5,12,37
Home Team Win,8.2,2,57
Away Team Win,5.7,-26,47
Tie,6.1,4,51
Home Team Win,6.3,58,45
Home Team Win,7.6,-12,42
Home Team Win,7.8,20,69
Tie,6.4,14,56
Home Team Win,6.1,0,29
Home Team Win,6.8,34,61
Home Team Win,7.5,10,61
Home Team Win,6.5,56,44
Home Team Win,7.5,30,52
Away Team Win,5.1,22,61
Away Team Win,5.9,16,64
Home Team Win,6.7,-2,55
Home Team Win,7.4,-6,39
Away Team Win,5.6,16,53
Tie,6.2,-18,48
Away Team Win,5.6,2,54
Home Team Win,6.5,20,28
Home Team Win,6.8,6,55
Home Team Win,7.3,-22,51
Home Team Win,7.3,36,67
Home Team Win,8.6,54,63
Away Team Win,5.5,-12,46
Home Team Win,6.9,-30,57
Home Team Win,8.3,-12,62
Home Team Win,6.4,22,44
Tie,5.7,-20,38
Home Team Win,8,-28,60
Home Team Win,9.1,20,58
Away Team Win,4.2,16,56
Tie,6.3,26,73
Tie,5.7,-4,65
Away Team Win,5.1,6,49
Tie,6.5,4,41
Tie,6.1,60,49
Tie,6.2,-44,39
Home Team Win,6,-48,32
Home Team Win,6.2,50,36
Tie,5.7,-32,41
Away Team Win,5.8,-12,35
Tie,6.3,48,65
Home Team Win,7.4,6,67
Home Team Win,7.3,22,52
Home Team Win,6.6,48,53
Home Team Win,6.6,8,57
Away Team Win,5.5,14,72
Home Team Win,6.3,16,38
Away Team Win,5.4,-10,46
Home Team Win,8.1,0,71
Away Team Win,5.4,6,61
Tie,6.2,-28,65
Away Team Win,5.6,14,60
Tie,6.5,40,58
Tie,6.5,2,37
Away Team Win,5.9,-28,47
Away Team Win,5.7,-4,51
Away Team Win,6.5,14,63
Home Team Win,7.7,36,76
Home Team Win,7.1,-6,56
Away Team Win,5.5,-4,44
Away Team Win,5.3,8,39
Tie,5.7,52,40
Home Team Win,7.2,-12,55
Home Team Win,7.9,8,63
Tie,6.6,8,58
Away Team Win,5.2,6,46
Tie,6.6,-10,46
Home Team Win,8.7,48,65
Tie,6.1,42,43
Tie,7,-36,45
Home Team Win,7.3,42,53
Tie,6.5,40,36
Away Team Win,5.6,-36,72
Home Team Win,8.4,-4,56
Tie,6.7,-26,64
Home Team Win,6.4,18,40
Away Team Win,5.1,12,36
Away Team Win,4.8,24,61
Home Team Win,6.5,20,45
Away Team Win,4.7,26,60
Tie,6.1,54,32
Tie,6.9,14,45
Away Team Win,6.5,-10,59
Home Team Win,7.9,22,55
Away Team Win,5.3,16,45
Home Team Win,8.8,22,50
Tie,6,-6,45
Tie,6.5,-20,38
Away Team Win,5.7,48,75
Home Team Win,8.7,26,68
Tie,7,36,41
Tie,6.2,6,52
Away Team Win,5.1,32,29
Away Team Win,6.1,-4,44
Tie,6.2,8,63
Tie,5.3,26,44
Home Team Win,7.7,64,38
Home Team Win,7.6,40,43
Away Team Win,5.2,2,62
Tie,6.9,-32,58
Away Team Win,5.8,-20,75
Tie,7.1,34,46
Tie,7.1,-30,49
Home Team Win,8.3,30,62
Home Team Win,6.4,16,57
Home Team Win,7,-22,55
Home Team Win,7.4,-2,40
Away Team Win,6,0,40
Tie,6.8,24,69
Home Team Win,8.9,4,63
Home Team Win,7.4,-44,44
Tie,6.4,-40,53
Home Team Win,6.8,12,54
Home Team Win,7.7,36,39
Home Team Win,7.7,66,59
Tie,7.2,12,63
Away Team Win,5.7,0,32
Home Team Win,6.7,-26,49
Home Team Win,7.7,-8,47
Home Team Win,6.8,-20,46
Home Team Win,7,-2,48
Home Team Win,7.8,50,62
Tie,7,18,66
Home Team Win,7.7,22,61
Away Team Win,5.4,-36,47
Home Team Win,9.9,18,53
Away Team Win,6,-48,28
Home Team Win,7.4,-8,50
Away Team Win,5.4,-22,43
Home Team Win,6.5,-10,43
Tie,6.1,28,37
Home Team Win,6.8,-36,30
Tie,6.6,2,66
Away Team Win,5.1,-2,43
Tie,6.1,10,69
Home Team Win,7.1,14,61
Home Team Win,7.5,40,49
Away Team Win,6,18,67
Away Team Win,5,44,38
Tie,6.3,-16,52
Home Team Win,7.3,-16,35
Home Team Win,7,28,35
Home Team Win,8.9,-8,68
Tie,7.4,20,59
Home Team Win,7.6,26,64
Tie,6.9,6,67
Away Team Win,6,26,56
Away Team Win,5.4,-32,47
Home Team Win,7.4,30,52
Away Team Win,4.8,16,40
Away Team Win,4,20,53
Away Team Win,5.5,16,58
Home Team Win,7.1,-22,71
Home Team Win,6.4,-14,47
Tie,6.6,24,58
Home Team Win,7.5,54,64
Tie,6.2,-16,41
Tie,6.5,-34,42
Away Team Win,5.2,26,60
Away Team Win,6,22,58
Home Team Win,7.4,-4,48
Home Team Win,7.6,40,59
Home Team Win,7.1,-12,54
Away Team Win,6.1,28,73
Home Team Win,8.6,62,74
Home Team Win,6.5,-14,56
Tie,5.1,-2,40
Away Team Win,6.5,4,61
Home Team Win,7.2,-2,36
Away Team Win,5.4,46,27
Tie,6.4,56,36
Away Team Win,5.1,44,48
Home Team Win,6.6,-32,48
Tie,6.8,6,64
Home Team Win,7,-20,59
Home Team Win,7.9,30,76
Tie,6.4,28,47
Home Team Win,7,54,47
Tie,7.1,-16,34
Away Team Win,5.9,-6,52
Home Team Win,7,14,39
Home Team Win,7.8,18,59
Home Team Win,7.2,-12,64
Away Team Win,5.2,22,47
Tie,5.9,24,42
Away Team Win,5.7,-24,58
Away Team Win,5.6,58,46
Home Team Win,8.3,42,39
Tie,6.8,24,57
Away Team Win,5.4,-2,35
Home Team Win,8.2,-2,59
Home Team Win,6.4,60,33
Tie,6.6,18,53
Home Team Win,7.3,26,51
Home Team Win,6.9,2,42
Tie,6.7,-6,68
Tie,6.2,-8,49
Home Team Win,7.4,-12,51
Home Team Win,7.3,-30,56
Home Team Win,6.9,-34,65
Away Team Win,6.2,6,52
Home Team Win,7,50,60
Home Team Win,7.7,-2,49
Away Team Win,5.7,46,43
Home Team Win,6.3,2,40
Tie,6.1,30,44
Tie,6.4,10,57
Home Team Win,8.2,38,51
Home Team Win,7.6,-36,55
Away Team Win,6,-20,53
Home Team Win,7.3,12,53
Home Team Win,8,4,72
Tie,5.8,20,35
Home Team Win,6.5,38,43
Home Team Win,7.2,-20,65
Home Team Win,6.7,-4,48
Home Team Win,8.2,-4,44
Away Team Win,5.9,60,57
Away Team Win,4.7,40,52
Tie,7.2,8,63
Away Team Win,5.5,4,51
Home Team Win,8.4,2,65
Home Team Win,7,22,43
Away Team Win,5.8,20,62
Away Team Win,5.9,26,48
Away Team Win,6.1,-16,50
Home Team Win,7.1,2,62
Away Team Win,5.5,34,48
Away Team Win,5.1,48,43
Away Team Win,5.2,-10,48
Home Team Win,6.4,22,56
Tie,6.5,-22,48
Tie,6.7,30,39
Tie,5.5,46,48
Tie,6.3,30,62
Tie,6.7,38,54
Home Team Win,7.3,28,51
Away Team Win,5.1,-26,58
Away Team Win,6.4,42,62
Home Team Win,7.2,-20,53
Home Team Win,8.4,18,43
Tie,7,10,34
Tie,7.2,-12,69
Tie,6.3,-4,59
Home Team Win,7.6,18,64
Tie,6.6,46,51
Tie,6.1,-18,41
Tie,6.4,-24,46
Home Team Win,7.5,36,41
Home Team Win,7.7,32,44
Home Team Win,7.8,18,46
Away Team Win,5.4,16,47
Tie,6.8,22,61
Home Team Win,6.9,-38,63
Tie,6.6,-34,38
Home Team Win,6.5,40,51
Home Team Win,6.9,-40,38
Home Team Win,6.6,48,45
Home Team Win,7.3,4,42
Home Team Win,8.3,20,54
Away Team Win,5.8,26,60
Away Team Win,5.5,-26,48
Away Team Win,4,-28,45
Away Team Win,5.2,-4,38
Home Team Win,6.5,24,65
Away Team Win,5.7,-22,43
Away Team Win,6,16,51
Away Team Win,6.3,0,58
Home Team Win,7.7,34,54
Away Team Win,6.3,40,65
Tie,6.2,-46,69
Away Team Win,5.6,-14,53
Home Team Win,8.1,42,66
Home Team Win,7.4,-24,50
Home Team Win,6.9,-12,51
Away Team Win,5.8,-32,37
Home Team Win,7.7,16,71
Away Team Win,5.9,28,54
Tie,6.4,24,43
Home Team Win,9.4,20,48
Away Team Win,6.1,14,63
Home Team Win,7.5,-56,56
Tie,6.3,-44,74
Tie,7.2,-24,60
Away Team Win,5.6,-4,46
Away Team Win,5.4,48,62
Away Team Win,5.8,18,51
Tie,6,50,46
Tie,6.4,14,56
Tie,6.4,30,42
Tie,6.6,-32,41
Away Team Win,6.2,2,53
Home Team Win,7.3,30,57
Home Team Win,7.1,8,38
Home Team Win,6.8,-24,49
Home Team Win,6.8,-10,57
Tie,7.2,-14,67
Away Team Win,4.8,-22,51
Home Team Win,6.7,-4,56
Home Team Win,7,32,36
Tie,6.9,-14,53
Away Team Win,4.7,54,52
Tie,6.9,30,62
Home Team Win,7,-20,36
Tie,6.2,20,61
Away Team Win,5.9,46,53
Home Team Win,6.7,14,54
Home Team Win,9.8,-4,57
Tie,6.7,30,65
Tie,5.9,0,58
Away Team Win,6,-18,60
Away Team Win,5.5,-44,66
Home Team Win,7.2,-16,73
Away Team Win,5.5,-10,46
Home Team Win,6.8,42,49
Home Team Win,6.8,32,58
Home Team Win,7,2,36
Home Team Win,7.4,-22,48
Home Team Win,7.8,52,47
Away Team Win,5.2,-8,37
Away Team Win,6.3,42,37
Home Team Win,7.1,6,58
Home Team Win,6.8,12,62
Tie,6.2,-22,41
Away Team Win,6,-24,45
Home Team Win,8.2,-28,69
Away Team Win,6.2,36,32
Away Team Win,5.6,46,43
Home Team Win,7.3,-16,44
Home Team Win,7.1,10,61
Home Team Win,7.6,24,63
Home Team Win,7.2,42,43
Away Team Win,5,-52,40
Home Team Win,8.7,-36,68
Home Team Win,7.1,36,43
Tie,6,44,51
Home Team Win,6.7,30,30
Tie,6.4,-28,61
Home Team Win,8.2,-26,54
Home Team Win,8.2,-46,52
Away Team Win,6.4,10,46
Home Team Win,9.4,18,78
Away Team Win,5.8,-2,57
Home Team Win,7.5,32,66
Home Team Win,6.6,-10,60
Away Team Win,5.2,-34,43
Away Team Win,6.4,-12,51
Home Team Win,5.9,-36,54
Away Team Win,5.5,6,42
Away Team Win,6.3,12,52
Away Team Win,6.1,22,43
Home Team Win,8.3,30,49
Home Team Win,6.6,10,50
Home Team Win,7.5,-40,58
Home Team Win,6.6,8,45
Away Team Win,5.1,-30,55
Home Team Win,7.4,24,76
Home Team Win,7.3,36,60
Tie,6.3,-2,40
Home Team Win,7.6,0,53
Home Team Win,6.8,34,26
Tie,6,8,51
Away Team Win,5.7,30,54
Away Team Win,5.6,-18,57
Away Team Win,5.4,10,46
Tie,5.4,24,35
Home Team Win,7.4,52,54
Away Team Win,6,-8,32
Away Team Win,5.8,12,40
Home Team Win,8.5,28,59
Home Team Win,7.1,-12,62
Tie,6.1,6,64
Home Team Win,7.5,64,41
Away Team Win,5.3,12,68
Home Team Win,7,-22,48
Home Team Win,7.1,28,66
Home Team Win,7.1,-26,30
Home Team Win,7.1,-10,67
Away Team Win,5.5,6,39
Home Team Win,7.5,-12,31
Tie,6.5,-42,75
Tie,7.1,-26,36
Away Team Win,6,42,48
Tie,6,38,54
Tie,6.5,-8,60
Tie,6.8,-24,27
Away Team Win,5.2,28,60
Away Team Win,4.7,26,46
Home Team Win,6.5,-34,45
Home Team Win,8.2,30,35
Tie,6.3,-28,57
Home Team Win,8.4,-40,48
Home Team Win,7.5,26,44
Home Team Win,7.3,30,47
Home Team Win,7.1,2,60
Home Team Win,6.4,18,50
Home Team Win,6.6,-26,62
Away Team Win,6.1,-4,80
Home Team Win,6.9,-20,62
Away Team Win,6.6,2,55
Away Team Win,4.8,42,32
Away Team Win,4.7,-2,73
Home Team Win,6.8,42,58
Tie,6.4,-6,61
Home Team Win,8.4,0,45
Home Team Win,7.1,58,31
Away Team Win,5.7,34,54
Away Team Win,5.6,10,37
Home Team Win,9.7,-20,59
Tie,6.4,-8,48
Away Team Win,6.3,-14,68
Home Team Win,9.3,8,36
Tie,7.3,56,51
Home Team Win,6.7,-44,47
Home Team Win,6.8,40,56
Tie,5.8,-18,46
Away Team Win,5.6,-8,45
Away Team Win,5.1,-38,66
Away Team Win,6.2,0,47
Tie,6.7,-16,57
Home Team Win,8.2,44,40
Home Team Win,7.5,24,41
Home Team Win,8.4,32,64
Home Team Win,9.3,22,45
Home Team Win,6.5,8,65
Away Team Win,5.5,2,40
Home Team Win,8.5,-14,46
Home Team Win,7.1,-4,47
Tie,7,-46,41
Away Team Win,5.9,52,63
Home Team Win,7.5,40,54
Home Team Win,6.8,-26,50
Tie,6.1,-12,67
Away Team Win,5.2,46,63
Home Team Win,6.6,34,44
Away Team Win,5.8,40,58
Tie,5.2,20,52
Tie,6.4,8,56
Away Team Win,6,12,62
Away Team Win,6,-22,47
Away Team Win,5.3,22,31
Away Team Win,6,38,46
Away Team Win,5.2,16,54
Away Team Win,5.7,22,44
Home Team Win,8,-36,66
Tie,5.9,18,53
Away Team Win,5.3,-48,70
Tie,6.8,20,64
Away Team Win,5.8,-10,41
Home Team Win,7.6,52,49
Home Team Win,7.2,4,55
Tie,7.5,16,69
Tie,6,14,39
Tie,6.8,-8,43
Tie,6.4,4,35
Away Team Win,5.4,40,46
Home Team Win,6.4,24,50
Away Team Win,5.7,-8,44
Away Team Win,5.3,36,46
Tie,5.8,-26,52
Tie,6.8,26,66
Away Team Win,4.6,-12,26
Tie,5.7,26,62
Away Team Win,4.6,-14,63
Home Team Win,7.9,-30,59
Away Team Win,5.7,6,49
Away Team Win,6.1,-42,64
Tie,6.4,2,56
Tie,6.5,-2,50
Home Team Win,8.3,-10,61
Home Team Win,7.4,6,35
Home Team Win,7.7,48,39
Home Team Win,8.2,-60,68
Tie,6.1,10,35
Home Team Win,7.3,8,48
Away Team Win,5.8,-2,42
Home Team Win,6.6,6,39
Home Team Win,7.5,26,56
Away Team Win,6,18,44
Home Team Win,7.2,52,49
Home Team Win,7.3,28,39
Home Team Win,7.6,-16,63
Away Team Win,5.9,2,60
Tie,6.9,12,48
Away Team Win,6.1,-38,58
Tie,6.5,-20,54
Home Team Win,6.4,-30,53
Away Team Win,6.8,-12,71
Home Team Win,7.2,-18,57
Tie,6.7,38,59
Away Team Win,6.3,-40,41
Home Team Win,7.6,-8,46
Home Team Win,8.1,16,62
Home Team Win,6.9,-10,44
Home Team Win,7.3,40,66
Away Team Win,5,-10,42
Tie,6.4,-22,43
Home Team Win,6.8,6,41
Tie,7,-18,35
Away Team Win,5.1,26,55
Away Team Win,6.2,38,46
Home Team Win,7.2,-4,60
Tie,6.5,2,44
Home Team Win,8.7,-16,64
Away Team Win,5.4,-18,66
Tie,6.3,-4,54
Away Team Win,6,-52,56
Away Team Win,5.5,4,60
Tie,6.3,12,51
Tie,6.2,-38,46
Home Team Win,8,2,38
Tie,7.1,30,48
Home Team Win,8.6,-2,54
Home Team Win,7.6,42,49
Away Team Win,5.1,42,47
Home Team Win,6.2,-38,56
Tie,6.3,46,51
Away Team Win,5.3,26,38
Away Team Win,5,10,33
Home Team Win,7.9,26,44
Away Team Win,6,36,54
Home Team Win,6.5,8,48
Home Team Win,7.2,-16,45
Away Team Win,5.6,48,48
Away Team Win,5.7,50,66
Away Team Win,5.7,-10,61
Home Team Win,6.9,-38,56
Home Team Win,7.7,16,40
Tie,6.4,34,59
Away Team Win,4.6,12,46
Tie,6.6,-32,60
Away Team Win,5.7,20,43
Home Team Win,6.9,-34,71
Away Team Win,5.3,-20,54
Tie,6.6,6,52
Away Team Win,6,2,48
Tie,6.9,0,45
Home Team Win,6.6,-14,51
Home Team Win,7.1,-10,67
Home Team Win,7,6,48
Home Team Win,7.3,-6,61
Away Team Win,6.8,-24,67
Home Team Win,7.3,8,68
Home Team Win,7,-14,33
Home Team Win,6.9,18,41
Tie,6.6,-6,51
Away Team Win,5.6,24,36
Home Team Win,7.2,-10,37
Tie,5.8,-30,41
Away Team Win,6.3,8,64
Tie,6.8,12,55
Away Team Win,5.9,26,44
Away Team Win,5.4,40,58
Tie,6.6,-38,43
Away Team Win,4.7,52,54
Home Team Win,7.3,0,64
Home Team Win,8.4,-8,60
Home Team Win,6.7,26,27
Away Team Win,4.7,28,58
Home Team Win,8.4,-20,56
Away Team Win,5,18,67
Away Team Win,6,-46,65
Home Team Win,7.5,2,48
Home Team Win,7.5,-40,46
Home Team Win,8.3,-2,54
Tie,7.3,48,57
Tie,6.7,-44,31
Tie,6.7,18,58
Tie,6.1,-10,61
Home Team Win,7.1,-16,54
Tie,6.5,28,37
Home Team Win,8,36,46
Away Team Win,5.8,-34,59
Home Team Win,6.7,14,72
Tie,6.7,-4,35
Tie,6.1,-14,63
Tie,6.8,-16,63
Home Team Win,6.9,16,50
Away Team Win,6.3,-16,63
Home Team Win,7,0,40
Tie,6.8,-38,62
Tie,6.2,-30,41
Away Team Win,5.6,-12,49
Home Team Win,6.8,26,53
Tie,7.1,-28,47
Home Team Win,6.4,10,44
Home Team Win,7.4,42,43
Away Team Win,5.4,8,46
Tie,6.7,16,70
Away Team Win,6,-14,58
Home Team Win,7,-32,34
Away Team Win,6,36,51
Away Team Win,5.9,48,58
Home Team Win,6.7,18,67
Away Team Win,5,24,67
Away Team Win,4.9,10,33
Away Team Win,6.1,16,69
Tie,6.1,-2,47
Home Team Win,7.6,14,35
Tie,6.8,24,73
Home Team Win,7,16,37
Home Team Win,7.6,26,41
Tie,6.8,46,59
Home Team Win,6.4,-24,65
Home Team Win,7.2,-18,66
Home Team Win,6.6,-28,55
Tie,6,54,62
Home Team Win,8.1,30,60
Tie,7.3,-14,55
Away Team Win,5.5,-2,41
Home Team Win,8,50,35
Away Team Win,5.4,-6,51
Home Team Win,7.7,30,52
Home Team Win,6.9,6,48
Tie,6,20,54
Away Team Win,5.3,-16,37
Home Team Win,7.7,34,51
Tie,6.4,-12,67
Home Team Win,6.8,42,49
Tie,6.3,-6,39
Away Team Win,5.7,32,42
Home Team Win,8.1,-40,36
Home Team Win,6.5,-12,55
Home Team Win,6.3,6,42
Tie,6.2,28,53
Home Team Win,7.9,34,45
Home Team Win,6.5,-32,51
Home Team Win,6.6,12,46
Away Team Win,6.1,36,48
Away Team Win,5.6,2,40
Tie,6.7,-44,41
Home Team Win,7.3,6,51
Tie,7,24,54
Away Team Win,5.6,-22,49
Tie,6.9,12,55
Away Team Win,4.7,-20,51
Home Team Win,7.9,-34,64
Tie,6,-8,61
Home Team Win,7.8,8,51
Tie,6.8,-28,59
Away Team Win,6.1,28,62
Home Team Win,8,-8,67
Home Team Win,8.4,38,53
Home Team Win,7.6,-22,51
Tie,6.9,56,55
Home Team Win,8,-2,56
Home Team Win,7.8,-18,45
Tie,5.9,-8,56
Away Team Win,6.5,-12,53
Tie,6.8,36,45
Home Team Win,7.4,-20,57
Away Team Win,5.7,16,48
Tie,6.2,2,39
Away Team Win,5.6,40,55
Home Team Win,7.6,-16,45
Away Team Win,4.9,-32,36
Home Team Win,7.2,-32,51
Tie,7.2,-42,43
Tie,6.3,-30,47
Away Team Win,5.5,34,60
Away Team Win,5.7,48,47
Tie,7.5,-16,67
Away Team Win,4.9,24,46
Home Team Win,7.6,-10,36
Home Team Win,7.4,38,68
Away Team Win,6.5,22,50
Tie,6.6,-44,45
Home Team Win,7.8,30,47
Away Team Win,5.4,-8,51
Home Team Win,7.7,-18,56
Tie,6.7,16,45
Away Team Win,5.7,-18,66
Home Team Win,6.7,-8,48
Tie,5.8,48,71
Tie,7.2,42,58
Home Team Win,7.5,30,69
Away Team Win,5.4,36,65
Home Team Win,8,8,66
Home Team Win,6.9,10,35
Away Team Win,5.8,48,51
Tie,6.2,10,49
Home Team Win,7.9,-4,34
Away Team Win,6.2,-30,54
Away Team Win,6.5,4,76
Tie,5.7,6,48
Away Team Win,5.5,-16,54
Away Team Win,5,26,66
Home Team Win,8.4,-10,55
Home Team Win,6.9,4,72
Away Team Win,3.9,-32,39
Away Team Win,6.1,-42,46
Home Team Win,5.9,-34,53
Home Team Win,7.4,-4,55
Home Team Win,6.8,-16,58
Away Team Win,5.7,40,35
Tie,5.7,4,47
Home Team Win,7.1,-4,46
Home Team Win,6.7,40,39
Home Team Win,7.2,42,57
Tie,6.5,-48,43
Home Team Win,9.5,2,67
Away Team Win,5.3,16,47
Tie,6.8,-14,59
Away Team Win,5.7,48,47
Tie,6.7,-14,65
Home Team Win,7.1,-6,45
Away Team Win,6,12,63
Home Team Win,7.4,34,55
Home Team Win,6.8,-4,35
Home Team Win,8.8,-4,50
Home Team Win,6.8,-52,61
Tie,7.6,42,52
Home Team Win,9.1,10,71
Home Team Win,7.1,-10,56
Away Team Win,5.3,-26,49
Tie,6.6,-12,49
Away Team Win,5.5,34,42
Tie,5.4,44,65
Away Team Win,5.8,-6,50
Away Team Win,5.5,-38,38
Home Team Win,7.7,8,47
Tie,6.1,20,34
Away Team Win,6,-18,61
Home Team Win,6.9,16,44
Away Team Win,5.7,16,37
Home Team Win,7.1,-42,50
Home Team Win,7.3,-2,46
Home Team Win,8.3,8,66
Home Team Win,7.6,54,71
Home Team Win,8.3,-38,38
Tie,7,0,55
Away Team Win,5.8,26,54
Tie,6.2,-40,59
Away Team Win,5.8,8,50
Away Team Win,6.1,-8,56
Away Team Win,5.5,46,52
Home Team Win,7.5,48,54
Tie,5.6,50,60
Home Team Win,6.6,2,49
Away Team Win,6.6,10,54
Home Team Win,8.3,-40,63
Away Team Win,4.3,-4,42
Away Team Win,5,-16,46
Tie,7.5,26,57
Home Team Win,9.1,-2,69
Tie,6.7,-10,47
Home Team Win,6.2,-4,43
Tie,5.8,26,67
Tie,7.1,38,42
Home Team Win,6.8,44,46
Home Team Win,7,0,54
Tie,6.7,-52,39
Away Team Win,5.7,26,41
Home Team Win,7.7,-6,39
Home Team Win,7.4,6,51
Home Team Win,6.7,22,52
Tie,6.2,36,42
Home Team Win,6.7,44,62
Away Team Win,5.5,30,45
Home Team Win,7.5,-8,53
Home Team Win,8.3,16,47
Away Team Win,4.2,-8,64
Home Team Win,7.9,28,34
Tie,6.1,-44,49
Away Team Win,5.9,-26,57
Home Team Win,7.5,-30,66
Away Team Win,4.8,32,52
Tie,5.4,42,43
Away Team Win,5.8,-14,51
Tie,6.7,-4,72
Away Team Win,5,-38,51
Tie,6.8,24,57
Home Team Win,8.1,-6,53
Away Team Win,5.4,30,42
Tie,6.5,24,67
Away Team Win,5.7,-38,45
Tie,6.5,18,30
Home Team Win,9,28,38
Tie,6.3,0,66
Home Team Win,7.5,-36,41
Home Team Win,7,20,56
Home Team Win,6.4,-32,49
Tie,5.9,24,54
Home Team Win,6.8,8,56
Away Team Win,5.5,-14,41
Home Team Win,6.8,24,65
Home Team Win,6.8,-10,69
Home Team Win,8.3,30,48
Tie,6.4,28,70
Home Team Win,7.9,44,40
Tie,6.5,-12,47
Away Team Win,5.9,-26,33
Tie,6.2,-6,69
Tie,6,-12,46
Home Team Win,7.3,-10,31
Away Team Win,5.3,-34,52
Home Team Win,6.7,22,58
Home Team Win,7.3,-10,41
Away Team Win,6.2,-30,70
Home Team Win,7.1,42,66
Tie,6.5,4,57
Tie,6.6,18,50
Home Team Win,8.6,0,38
Home Team Win,8.6,-18,60
Home Team Win,6.7,42,47
Tie,6.6,-10,54
Home Team Win,7.7,-32,45
Tie,6.6,26,33
Home Team Win,7.8,-6,50
Tie,5.8,-2,54
Home Team Win,7.6,14,66
Home Team Win,6.7,-8,50
Tie,7,-16,42
Tie,6.4,38,46
Away Team Win,5.1,16,47
Tie,7,-4,64
Away Team Win,5.9,0,62
Home Team Win,6.1,-12,77
Away Team Win,5.2,-36,47
Away Team Win,5.5,-32,51
Home Team Win,6.5,38,62
Home Team Win,7.5,20,43
Away Team Win,4.9,-8,42
Away Team Win,6.2,0,57
Home Team Win,7,40,57
Away Team Win,5.6,-38,34
Home Team Win,6.7,22,20
Away Team Win,5.9,6,38
Tie,6.6,18,39
Away Team Win,6,-28,47
Home Team Win,6.3,-2,47
Tie,6,-8,49
Home Team Win,6.6,-44,52
Tie,5.7,36,64
Tie,6.3,-30,59
Away Team Win,4.6,8,45
Home Team Win,8.4,-10,60
Home Team Win,7.3,-22,55
Away Team Win,5.6,36,38
Tie,6.4,52,41
Home Team Win,7.2,18,67
Away Team Win,5.7,30,40
Tie,6,4,39
Away Team Win,5.4,-16,58
